REPORT_NUMBER,CRASH_YEAR,CRASH_DATE_AND_TIME,REPORT_DATE_AND_TIME,INVESTIGATING_AGENCY_REPORT_NUMBER,FORM_TYPE,TOTAL_NUMBER_OF_VEHICLES,TOTAL_NUMBER_OF_PERSONS,COUNTY_CODE,CITY_CODE,COUNTY_NAME,CITY_NAME,RURAL_OR_URBAN,NOTIFIED_TIME,DISPATCHED_TIME,ARRIVED_TIME,CLEARED_TIME,COMPLETED_FLAG,NOTIFIED_BY,ON_STREET_ROAD_HIGHWAY,STREET_ADDRESS_NUMBER,LATITUDE,LONGITUDE,FEET_FROM_INTERSECTION,DIRECTION_FROM_INTERSECTION,FROM_INTERSECTION_OF,MILEPOST_NUMBER,ROAD_SYSTEM_IDENTIFER,TYPE_OF_SHOULDER,TYPE_OF_INTERSECTION,PHOTOS_TAKEN,LIGHT_CONDITION,WEATHER_CONDITION,ROAD_SURFACE_CONDITION,SCHOOL_BUS_RELATED_CODE,TYPE_OF_IMPACT,FIRST_HARMFUL_EVENT,LOCATION,INTERCHANGE_FLAG,JUNCTION_FLAG,ROAD_CIRCUMSTANCES_1,ROAD_CIRCUMSTANCES_2,ROAD_CIRCUMSTANCES_3,ENVIRONMENT_CIRCUMSTANCES_1,ENVIRONMENT_CIRCUMSTANCES_2,ENVIRONMENT_CIRCUMSTANCES_3,WORK_ZONE_RELATED_FLAG,CRASH_IN_WORK_ZONE,TYPE_OF_WORK_ZONE,WORKERS_PRESENT,LAW_ENFORCEMENT_PRESENT,INVESTIGATOR_RANK,INVESTIGATING_AGENCY_NAME,INVESTIGATING_AGENCY_TYPE,LOAD_DATE,CODEABLE,S4_CRASH_TYPE,S4_CRASH_TYPE_SIMPLIFIED,S4_CRASH_SEVERITY,S4_CRASH_SEVERITY_DETAIL,S4_DAY_OR_NIGHT,S4_IS_AGGRESSIVE_DRIVING,S4_IS_ALCOHOL_RELATED,S4_IS_CMV_INVOLVED,S4_IS_DISTRACTED,S4_IS_DRUG_RELATED,S4_IS_HIT_AND_RUN,S4_IS_INTERSECTION_RELATED,S4_IS_LANE_DEPARTURE_RELATED,S4_IS_SPEEDING_RELATED,S4_NONE_INJURY_COUNT,S4_INJURY_COUNT,S4_POSSIBLE_INJURY_COUNT,S4_NON_INCAPACITATING_INJURY_COUNT,S4_INCAPACITATING_INJURY_COUNT,S4_FATALITY_COUNT,S4_FATALITY_WITHIN_30_DAYS_COUNT,S4_NON_TRAFFIC_FATALITY_COUNT,S4_TRAILER_COUNT,S4_MOTORCYCLE_COUNT,S4_MOPED_COUNT,S4_NON_MOTORIST_COUNT,S4_BICYCLIST_COUNT,S4_PEDESTRIAN_COUNT,S4_DRIVER_COUNT,S4_AGING_DRIVER_COUNT,S4_TEENAGER_DRIVER_COUNT,S4_PASSENGER_COUNT,S4_UNRESTRAINED_COUNT,S4_UNRESTRAINED_INJURY_COUNT,S4_UNRESTRAINED_INCAPACITATING_INJURY_COUNT,S4_UNRESTRAINED_FATALITY_COUNT,S4_MOTORCYCLIST_COUNT,S4_MOTORCYCLIST_INCAPACITATING_INJURY_COUNT,S4_MOTORCYCLIST_FATALITY_COUNT,S4_IS_PEDESTRIAN_INVOLVED,S4_PEDESTRIAN_INCAPACITATING_INJURY_COUNT,S4_PEDESTRIAN_FATALITY_COUNT,S4_IS_BICYCLIST_INVOLVED,S4_BICYCLIST_INCAPACITATING_INJURY_COUNT,S4_BICYCLIST_FATALITY_COUNT,S4_CITATION_COUNT,S4_CITATION_AMOUNT,S4_PROPERTY_DAMAGE_COUNT,S4_PROPERTY_DAMAGE_AMOUNT,S4_VEHICLE_DAMAGE_COUNT,S4_VEHICLE_DAMAGE_AMOUNT,S4_TOTAL_DAMAGE_AMOUNT,S4_TRANSPORT_BY_EMS_COUNT,S4_TRANSPORT_BY_LAW_ENFORCEMENT_COUNT,S4_TRANSPORT_BY_OTHER_COUNT,S4_GEOLOCATION_STATUS,S4_PRELIMINARY_GEOLOCATION_STATUS,S4_X,S4_Y,S4_LATITUDE,S4_LONGITUDE
25668928,2023,11/9/2023 21:48,11/9/2023 0:00,2023028917,L,1,1,48,0,Clay,Unincorporated,Rural,11/9/2023 21:49,11/9/2023 21:50,11/9/2023 22:06,11/9/2023 22:50,Y,Law Enforcement,NEW STAR RD,6138,29.867934,-81.667891,208229504,West,,,Parking Lot,Paved,Not at Intersection,N,Dark - Not Lighted,Clear,Dry,N,,Tree (standing),Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,DEPUTY,Clay County Sheriff's Office,Sheriff's Office (SO),11/11/2023 19:15,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,NIGHT,Y,N,N,N,N,N,N,Y,Y,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,1,0,0,0,1,500,500,1,0,0,Preliminary,Editor Mapped,435499.0733,3304337.915,29.86792659,-81.66787564
25668964,2023,11/9/2023 18:55,11/9/2023 0:00,2023028905,L,2,2,48,0,Clay,Unincorporated,Rural,11/9/2023 19:01,11/9/2023 19:02,11/9/2023 19:06,11/9/2023 20:15,Y,Law Enforcement,WELLS RD,,30.186166,-81.739227,334106932,East,,,Local,Curb,Not at Intersection,N,Dark - Not Lighted,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,PATROL,Clay County Sheriff's Office,Sheriff's Office (SO),11/14/2023 19:54,Y,Same Direction Sideswipe,Sideswipe,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,0,0,0,0,2,5000,5000,1,0,0,Preliminary,Editor Mapped,429071.2753,3339735.57,30.18699537,-81.73678653
89622250,2023,10/20/2023 17:52,1/15/2024 4:43,FHP23ON0552447,L,2,2,48,44,Clay,Orange Park,Rural,10/20/2023 17:57,10/20/2023 17:59,10/20/2023 18:14,10/20/2023 21:27,Y,Law Enforcement,US HIGHWAY 17,,30.14484628,-81.70096516,45121539,,SCENIC POINT LANE,,U.S.,Paved,T-Intersection,Y,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),10/31/2023 19:38,Y,Right Angle,Angle,Fatality,Fatal (within 30 days),DAY,N,N,N,N,N,N,Y,N,N,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,N,0,0,N,0,0,0,0,0,0,2,107000,107000,1,0,0,Verified,n/a,432490.6923,3335044.735,30.14486138,-81.70096937
26281170,2023,12/13/2023 21:03,3/14/2024 8:23,FHP23ON0654025,L,1,2,48,0,Clay,Unincorporated,Urban,12/13/2023 21:08,12/13/2023 21:29,12/13/2023 21:44,12/14/2023 0:05,Y,Law Enforcement,STATE ROAD 21,,30.18887671,-81.73922206,305119838,South,WELLS ROAD,,State,Paved,Not at Intersection,Y,Dark - Lighted,Clear,Dry,N,Other,Pedestrian,On Roadway,Y,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),12/29/2023 19:23,Y,Pedestrian,Pedestrian,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,Y,N,N,N,N,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,0,1,N,0,0,0,0,0,0,1,2000,2000,1,0,0,Preliminary,Editor Mapped,428838.3008,3340036.398,30.18969631,-81.73922671
89684559,2023,11/3/2023 7:24,11/3/2023 7:43,FHP23ON0577312,L,2,3,48,0,Clay,Unincorporated,Urban,11/3/2023 7:27,11/3/2023 7:31,11/3/2023 7:34,11/3/2023 8:35,Y,Law Enforcement,SR 21,,30.11436,-81.8133,208209385,West,OLD JENNINGS RD,,State,Curb,T-Intersection,N,Dawn,Cloudy,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Driveway/Alley Access Related,None,,,None,,,N,,,,,LT,Florida Highway Patrol,Florida Highway Patrol (FHP),11/14/2023 19:53,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,3,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,N,0,0,N,0,0,1,0,0,0,2,20000,20000,1,0,0,Preliminary,Editor Mapped,421360.3645,3331533.988,30.11251413,-81.8162691
25668999,2023,11/16/2023 23:49,11/10/2023 0:00,2023029024,L,2,3,48,0,Clay,Unincorporated,Rural,11/16/2023 23:50,11/16/2023 23:51,11/16/2023 23:58,11/16/2023 1:11,Y,Law Enforcement,HIGHWAY 17,,30.013509,-81.700622,262732876,South,ORION RD,,U.S.,Paved,Not at Intersection,N,Dark - Not Lighted,Cloudy,Dry,N,Front to Front,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,DEPUTY,Clay County Sheriff's Office,Sheriff's Office (SO),11/17/2023 19:26,Y,Head On,Head On,Serious Injury,Incapacitating Injury,NIGHT,N,Y,N,N,N,N,N,Y,N,0,3,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,65000,65000,2,1,0,Preliminary,Editor Mapped,432435.263,3320488.284,30.01350345,-81.70061857
25046569,2023,2/6/2023 10:24,5/29/2024 12:46,FHP23ON0064810,L,3,3,48,0,Clay,Unincorporated,Rural,2/6/2023 10:29,2/6/2023 10:34,2/6/2023 10:48,2/6/2023 14:35,Y,Law Enforcement,STATE ROAD 21,,30.18261998,-81.73933042,0,,ORANGE PARK NORTHWAY,,State,Curb,Four-Way Intersection,Y,Daylight,Cloudy,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),2/21/2023 15:59,Y,Right Angle,Angle,Fatality,Fatal (within 30 days),DAY,N,N,N,N,Y,Y,Y,N,N,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,N,0,0,N,0,0,3,0,0,0,3,40500,40500,1,0,0,Verified,n/a,428820.9607,3339247.236,30.18257421,-81.73935363
89614878,2023,2/23/2023 15:45,1/12/2024 9:55,FHP23ON0097610,L,2,2,48,0,Clay,Unincorporated,Rural,2/23/2023 15:50,2/23/2023 15:55,2/23/2023 16:25,2/23/2023 17:58,Y,Law Enforcement,SR-21 (BLANDING BLVD),,29.8198797,-81.99614952,0,,CR-352,,State,Unpaved,T-Intersection,Y,Daylight,Clear,Dry,N,Other,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),3/10/2023 15:05,N,Left Leaving,Left Turn,Fatality,Fatal (within 30 days),DAY,N,Y,N,N,Y,N,N,N,N,0,1,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,N,0,0,N,0,0,0,0,0,0,2,25000,25000,1,0,1,Verified,n/a,403752.6824,3299245.157,29.81990001,-81.9961032
89654047,2023,8/11/2023 22:40,1/17/2024 8:24,FHP23ON0420913,L,2,4,48,0,Clay,Unincorporated,Rural,8/11/2023 22:40,8/11/2023 22:43,8/11/2023 22:58,8/11/2023 23:59,Y,Law Enforcement,OLD JENNINGS RD,,30.11505,-81.78415,45113520,West,MESQUITE AVE,,County,Unpaved,Not at Intersection,Y,Dark - Not Lighted,Clear,Dry,N,Other,Pedestrian,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,CPL,Florida Highway Patrol,Florida Highway Patrol (FHP),9/26/2023 19:35,Y,Pedestrian,Pedestrian,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,N,N,N,N,N,3,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,Y,0,1,N,0,0,0,0,0,0,1,10000,10000,1,0,0,Verified,n/a,424445.2075,3331791.093,30.11502922,-81.78426972
89607233,2023,6/27/2023 23:25,12/5/2023 20:48,FHP23ON0335855,L,1,2,48,0,Clay,Unincorporated,Rural,6/27/2023 23:30,6/28/2023 0:23,6/28/2023 1:02,6/28/2023 5:34,Y,Law Enforcement,US-17,,29.93392,-81.68851,1238,North,CR-15A,,U.S.,Unpaved,Not at Intersection,Y,Dark - Not Lighted,Cloudy,Wet,N,Other,Tree (standing),Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),9/15/2023 14:47,Y,Off Road,Off Road,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,N,0,0,N,0,0,0,0,0,0,1,15000,15000,2,0,0,Verified,n/a,433583.6538,3312038.792,29.93731816,-81.68818516
25750754,2023,11/7/2023 13:40,11/7/2023 0:00,2023-002097,L,3,4,48,44,Clay,Orange Park,Urban,11/7/2023 13:40,11/7/2023 13:44,11/7/2023 13:44,11/7/2023 15:29,Y,Motorist,US 17 SR 15 PARK AVE,,,,45122938,South,STILES AVE,,State,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,,Orange Park Police Department,Police Department (PD),12/11/2023 23:23,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,Y,N,N,N,N,N,N,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,3,22500,22500,1,0,0,Preliminary,Editor Mapped,432463.4297,3338126.23,30.17266639,-81.70144922
25750687,2023,10/7/2023 13:17,10/7/2023 0:00,2023-001877,L,2,2,48,44,Clay,Orange Park,Urban,10/7/2023 13:17,10/7/2023 13:18,10/7/2023 13:19,10/7/2023 15:30,Y,Law Enforcement,US HWY 17 (PARK AV),,,,45123193,,OLD ORANGE PARK RD,,U.S.,Curb,Four-Way Intersection,N,Daylight,Cloudy,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,SGT,Orange Park Police Department,Police Department (PD),12/11/2023 23:23,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,2,23000,23000,2,0,0,Preliminary,Editor Mapped,432395.3397,3339691.743,30.18678931,-81.70225656
89660347,2023,11/24/2023 23:40,6/6/2024 17:31,FHP23ON0619247,L,1,2,48,0,Clay,Unincorporated,Rural,11/25/2023 0:31,11/25/2023 0:35,11/25/2023 0:53,11/25/2023 5:06,Y,Law Enforcement,OAKLEAF PLANTATION PARKWAY,,30.16907047,-81.85276279,334103743,South,EAGLE LANDING PARKWAY,,County,Curb,Not at Intersection,Y,Dark - Not Lighted,Clear,Dry,N,Other,Ran into Water/Canal,Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,CPL,Florida Highway Patrol,Florida Highway Patrol (FHP),2/2/2024 19:20,Y,Single Vehicle,Other,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,Y,N,N,Y,N,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,1,5000,5000,0,0,2,Preliminary,Editor Mapped,417946.504,3337856.33,30.16933829,-81.85219142
25668793,2023,10/28/2023 2:00,10/28/2023 0:00,2023027816,L,1,2,48,0,Clay,Unincorporated,Rural,10/28/2023 8:30,10/28/2023 6:43,10/28/2023 6:49,10/28/2023 9:05,Y,Law Enforcement,HALL AND BOREE RD,,30.026116,-81.897502,27,East,BLANDING BLVD,,County,Paved,Four-Way Intersection,N,Dark - Not Lighted,"Fog, Smog, Smoke",Dry,N,,Fell/Jumped From Motor Vehicle,On Roadway,N,Intersection,Other,,,None,,,N,,,,,DEPUTY,Clay County Sheriff's Office,Sheriff's Office (SO),10/30/2023 19:23,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,N,0,0,N,0,0,0,0,0,0,0,0,0,1,0,0,Preliminary,Editor Mapped,413459.1901,3322017.759,30.02611014,-81.89749897
25055128,2023,1/5/2023 20:00,11/8/2023 16:57,FHP23ON0008273,L,1,3,48,0,Clay,Unincorporated,Rural,1/5/2023 20:10,1/5/2023 20:13,1/5/2023 20:14,1/5/2023 23:42,Y,Law Enforcement,STATE ROAD 21,,30.13244399,-81.7835191,152,East,JEFFERSON AVE,,U.S.,Curb,Four-Way Intersection,Y,Dark - Lighted,Clear,Dry,N,Other,Pedestrian,On Roadway,N,Intersection,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),1/24/2023 14:51,Y,Pedestrian,Pedestrian,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,N,N,Y,N,N,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Y,0,1,N,0,0,0,0,0,0,1,7500,7500,1,0,0,Verified,n/a,424563.7473,3333748.245,30.13269711,-81.78317872
25668790,2023,10/27/2023 22:50,10/27/2023 0:00,2023027795,L,1,5,48,0,Clay,Unincorporated,Rural,10/27/2023 22:59,10/27/2023 23:01,10/27/2023 23:07,10/27/2023 23:37,Y,Law Enforcement,CHOKEBERRY RD,,30.028401,-81.877732,,,BLACKBERRY AVE,,County,Unpaved,Not at Intersection,N,Dark - Not Lighted,Clear,Dry,N,,Ditch,Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,DEPUTY,Clay County Sheriff's Office,Sheriff's Office (SO),11/3/2023 19:30,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,0,0,0,1,0,0,Preliminary,Editor Mapped,415383.9018,3322214.799,30.02802277,-81.87755578
24996350,2023,1/5/2023 22:28,5/30/2024 12:45,FHP23ON0008406,L,3,8,48,0,Clay,Unincorporated,Rural,1/5/2023 22:30,1/5/2023 22:34,1/5/2023 22:58,1/6/2023 4:00,Y,Law Enforcement,OAKLEAF PLANTATION PARKWAY,,30.16729,-81.84902,0,,EAGLE LANDING PARKWAY,,Local,Paved,T-Intersection,Y,Dark - Lighted,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CPL,Florida Highway Patrol,Florida Highway Patrol (FHP),1/17/2023 14:46,Y,Left Leaving,Left Turn,Fatality,Fatal (within 30 days),NIGHT,N,N,N,N,N,N,Y,N,N,3,4,0,4,0,1,1,0,0,0,0,0,0,0,3,0,2,5,6,3,0,0,0,0,0,N,0,0,N,0,0,3,0,0,0,3,30000,30000,5,0,0,Verified,n/a,418250.8044,3337625.789,30.16727851,-81.84901348
26019481,2023,12/2/2023 19:32,12/2/2023 0:00,2023-002523,L,1,2,48,40,Clay,Green Cove Springs,Urban,12/2/2023 19:32,12/2/2023 19:40,12/2/2023 20:02,12/2/2023 21:13,Y,Law Enforcement,N ORANGE AV,,,,208232567,North,LAMONT ST,,Local,Curb,Not at Intersection,Y,Dark - Lighted,Cloudy,Dry,N,Other,Pedestrian,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,OTHR,Green Cove Springs Police Department,Police Department (PD),1/16/2024 23:25,Y,Pedestrian,Pedestrian,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,N,N,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,Y,1,0,N,0,0,0,0,0,0,0,0,0,1,0,0,Verified,n/a,433810.4732,3319399.282,30.00375149,-81.68629142
89654014,2023,5/16/2023 8:32,4/5/2024 14:08,FHP23ON0255300,L,3,4,48,0,Clay,Unincorporated,Rural,5/16/2023 8:34,5/16/2023 8:59,5/16/2023 9:21,5/16/2023 11:56,Y,Law Enforcement,STATE ROAD 21,,30.14591,-81.76078,0,,FOXRIDGE ROAD,,State,Curb,Four-Way Intersection,Y,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CPL,Florida Highway Patrol,Florida Highway Patrol (FHP),5/23/2023 14:55,Y,Left Entering,Left Turn,Fatality,Fatal (within 30 days),DAY,N,N,N,N,Y,N,Y,N,N,1,2,0,2,0,1,1,0,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,Y,0,1,N,0,0,2,0,0,0,3,47000,47000,3,0,0,Verified,n/a,426737.3326,3335201.878,30.1459468,-81.76071487
25050535,2023,2/28/2023 19:30,2/28/2023 21:22,FHP23ON0107814,L,1,1,20,0,St. Johns,Unincorporated,Rural,2/28/2023 19:35,2/28/2023 19:45,2/28/2023 20:01,2/28/2023 23:54,Y,Law Enforcement,STATE ROAD 207,,29.77607424,-81.45056981,55,East,SCOVILLE ROAD,,State,Unpaved,Not at Intersection,Y,Dark - Lighted,Clear,Dry,N,Other,"Other Post, Pole or Support",Median,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),3/10/2023 15:05,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,1,500,1,10000,10500,1,0,0,Preliminary,Editor Mapped,456460.9486,3294059.36,29.77608674,-81.45041651
25461347,2023,2/1/2023 15:50,3/7/2023 15:01,SJSO23OFF001184,L,1,4,20,46,St. Johns,Ponte Vedra,Rural,2/1/2023 15:51,2/1/2023 15:52,2/1/2023 15:59,2/2/2023 20:15,Y,Law Enforcement,SOUTHERN OAK DR,,30.13038,-81.42383,,,OUTPOST,,County,Paved,Four-Way Intersection,N,Daylight,Clear,Dry,N,Other,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,LE DEPUTY,St. Johns County Sheriff's Office,Sheriff's Office (SO),2/16/2023 18:53,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,2,2,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,1,1000,1,2500,3500,2,0,0,Preliminary,Editor Mapped,459175.5576,3333307.413,30.13037062,-81.42383384
25460399,2023,1/4/2023 8:03,1/4/2023 8:46,SJSO23CAD002562,L,1,1,20,46,St. Johns,Ponte Vedra,Rural,1/4/2023 8:06,1/4/2023 8:07,1/4/2023 8:18,1/4/2023 9:17,Y,Law Enforcement,STATE ROAD A1A NORTH,,30.24469,-81.38772,48,North,MARLIN AVENUE,,State,Unpaved,Not at Intersection,N,Daylight,Clear,Dry,N,Other,Motor Vehicle in Transport,Shoulder,N,Non-Junction,None,,,None,,,N,,,,,LE DEPUTY,St. Johns County Sheriff's Office,Sheriff's Office (SO),1/6/2023 14:53,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,N,0,0,N,0,0,2,0,2,1000,1,20000,21000,1,0,0,Preliminary,Editor Mapped,462715.6015,3345974.226,30.24479127,-81.38752957
25458964,2023,3/22/2023 21:45,3/22/2023 21:45,SJSO23CAD071384,L,2,2,20,50,St. Johns,St. Augustine,Rural,3/22/2023 21:45,3/22/2023 21:46,3/22/2023 21:48,3/22/2023 22:54,Y,Law Enforcement,CR-208/PACETTI RD,,29.90629,-81.49118,0,,CR-208/PACETTI RD,,County,Unpaved,T-Intersection,N,Dark - Not Lighted,Clear,Dry,N,Unknown,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,LE DEPUTY,St. Johns County Sheriff's Office,Sheriff's Office (SO),3/24/2023 14:27,Y,Same Direction Sideswipe,Sideswipe,Serious Injury,Incapacitating Injury,NIGHT,Y,N,N,N,N,N,Y,N,Y,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,N,0,0,N,0,0,1,0,0,0,2,7500,7500,2,0,0,Preliminary,Editor Mapped,452585.6796,3308504.384,29.90630319,-81.49114284
82386983,2023,1/12/2023 19:40,1/12/2023 21:12,SJSO23CAD009880,L,1,2,20,46,St. Johns,Ponte Vedra,Rural,1/12/2023 19:45,1/12/2023 20:03,1/12/2023 20:30,1/12/2023 21:14,Y,Law Enforcement,YMCA PONTE VEDRA,,30.11149,-81.43062,,,COLONADE DR,,Local,Unpaved,Not at Intersection,N,Dark - Lighted,Clear,Dry,N,Other,Overturn/Rollover,Off Roadway,N,Other,None,,,Other,None,,N,,,,,LE RESERVE,St. Johns County Sheriff's Office,Sheriff's Office (SO),1/13/2023 14:56,Y,Rollover,Rollover,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,Y,N,N,N,Y,N,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,1,500,500,0,0,1,Preliminary,Editor Mapped,458472.9696,3330987.203,30.10940886,-81.43103691
25059493,2023,2/22/2023 8:20,2/22/2023 8:48,FHP23ON0094759,L,1,1,20,0,St. Johns,Unincorporated,Rural,2/22/2023 8:25,2/22/2023 8:28,2/22/2023 8:47,2/22/2023 9:47,Y,Law Enforcement,US-1,,29.80519,-81.32124,105,North,BELLA TERRA DR,,U.S.,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Other,Tree (standing),Off Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),2/28/2023 14:22,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,DAY,N,N,N,Y,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,1,5000,5000,1,0,0,Preliminary,Editor Mapped,468952.3628,3297272.703,29.80546335,-81.32128604
24958050,2023,1/6/2023 17:00,4/5/2023 7:04,FHP23ON0009820,L,2,2,20,0,St. Johns,Unincorporated,Rural,1/6/2023 17:01,1/6/2023 17:06,1/6/2023 17:35,1/6/2023 19:18,Y,Law Enforcement,STATE ROAD 13,,29.98289,-81.56059,13,East,STATE ROAD 16,,State,Paved,Not at Intersection,Y,Dusk,Clear,Dry,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),1/18/2023 14:50,Y,Same Direction Sideswipe,Sideswipe,Serious Injury,Incapacitating Injury,DAY,Y,Y,N,N,Y,N,N,Y,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,N,0,0,N,0,0,2,0,1,3000,2,20000,23000,1,0,0,Preliminary,Editor Mapped,442590.9334,3318428.189,29.99543137,-81.59520264
